system_size,U,sparsity,overlap
"$3\times3,\;(3,2)$",8.0,0.3055555555555556,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.3055555555555556,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.3055555555555556,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.3055555555555556,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.3055555555555556,0.9999953457567524
"$3\times3,\;(3,2)$",8.0,0.30787037037037035,0.9999952396626284
"$3\times3,\;(3,2)$",8.0,0.31712962962962965,0.9999947536360713
"$3\times3,\;(3,2)$",8.0,0.31712962962962965,0.9999947536360713
"$3\times3,\;(3,2)$",8.0,0.3194444444444444,0.9999947529155984
"$3\times3,\;(3,2)$",8.0,0.32175925925925924,0.9999943487547612
"$3\times3,\;(3,2)$",8.0,0.3263888888888889,0.9999931126986155
"$3\times3,\;(3,2)$",8.0,0.33564814814814814,0.9999920356782975
"$3\times3,\;(3,2)$",8.0,0.3425925925925926,0.9999848107502936
"$3\times3,\;(3,2)$",8.0,0.35185185185185186,0.9999772344840795
"$3\times3,\;(3,2)$",8.0,0.3541666666666667,0.9999771985996061
"$3\times3,\;(3,2)$",8.0,0.36342592592592593,0.9999716076782236
"$3\times3,\;(3,2)$",8.0,0.3773148148148148,0.9999574513972167
"$3\times3,\;(3,2)$",8.0,0.3912037037037037,0.9998396092986571
"$3\times3,\;(3,2)$",8.0,0.39814814814814814,0.999725772155868
"$3\times3,\;(3,2)$",8.0,0.41203703703703703,0.9995621879727107
"$3\times3,\;(3,2)$",8.0,0.44675925925925924,0.9991328114703718
"$3\times3,\;(3,2)$",8.0,0.47453703703703703,0.9987103333861334
"$3\times3,\;(3,2)$",8.0,0.5,0.9976097069522595
"$3\times3,\;(3,2)$",8.0,0.5300925925925926,0.9964002506416985
"$3\times3,\;(3,2)$",8.0,0.5671296296296297,0.9924111764540516
"$3\times3,\;(3,2)$",8.0,0.6064814814814815,0.988945641897108
"$3\times3,\;(3,2)$",8.0,0.6527777777777778,0.9784822624198142
"$3\times3,\;(3,2)$",8.0,0.6944444444444444,0.9662953072970651
"$3\times3,\;(3,2)$",8.0,0.7337962962962963,0.9535050086755222
"$3\times3,\;(3,2)$",8.0,0.7638888888888888,0.9442186262285509
"$3\times3,\;(3,2)$",8.0,0.7939814814814815,0.917703660606651
"$3\times3,\;(3,2)$",8.0,0.8379629629629629,0.904615956009916
"$3\times3,\;(3,2)$",8.0,0.8680555555555556,0.8650577147881349
"$3\times3,\;(3,2)$",8.0,0.8935185185185185,0.8284875678601017
"$3\times3,\;(3,2)$",8.0,0.9143518518518519,0.6835938460587487
"$3\times3,\;(3,2)$",8.0,0.9490740740740741,0.6835938460587487
"$3\times3,\;(3,2)$",8.0,0.9722222222222222,0.830681823942983
"$4\times2,\;(3,3)$",8.0,0.003355704697986577,0.9999411848486784
"$4\times2,\;(3,3)$",8.0,0.003355704697986577,0.9999411848486784
"$4\times2,\;(3,3)$",8.0,0.003355704697986577,0.9999411848486784
"$4\times2,\;(3,3)$",8.0,0.010067114093959731,0.9999411848463288
"$4\times2,\;(3,3)$",8.0,0.013422818791946308,0.9999411848463288
"$4\times2,\;(3,3)$",8.0,0.016778523489932886,0.9999411848463288
"$4\times2,\;(3,3)$",8.0,0.020134228187919462,0.9999411848463288
